drug,concentration,model,feature_set,train_fraction_of_pool,n_train,n_test,seed,rmsd,r2,runtime_s
AZT,36.0,Decision tree,bare,0.001,53,2765,1003,0.7000029659950289,-2.442065789762571,0.00045541697181761265
AZT,36.0,LightGBM,bare,0.001,53,2765,1003,0.3938141821170649,-0.08943697402913142,0.026537124998867512
AZT,36.0,Linear (+ pairwise),pw,0.001,53,2765,1003,0.6008516282309403,-1.5360271073864382,0.0005626659840345383
AZT,36.0,Lasso (+ pairwise),pw,0.001,53,2765,1003,0.3779142978287854,-0.003242802816064261,0.06123141711577773
AZT,36.0,Linear (additive),bare,0.003,158,2765,1001,0.37011656051980024,0.037731117755096744,0.00032400013878941536
AZT,36.0,Lasso (additive),bare,0.003,158,2765,1001,0.37732553346901826,-0.00011927192267346953,0.01418579206801951
AZT,36.0,Decision tree,bare,0.003,158,2765,1001,0.4920746688802578,-0.7009103522774986,0.000694874906912446
AZT,36.0,LightGBM,bare,0.003,158,2765,1001,0.37160079496576204,0.02999789795511254,0.08162716589868069
AZT,36.0,Linear (+ pairwise),pw,0.003,158,2765,1001,1.2096464271867535,-9.278655268263192,0.0014012500178068876
AZT,36.0,Lasso (+ pairwise),pw,0.003,158,2765,1001,0.37732553346901826,-0.00011927192267346953,0.8567283749580383
AZT,36.0,Linear (additive),bare,0.003,158,2765,1002,0.37938943425471444,-0.011090128746746197,0.00032124994322657585
AZT,36.0,Lasso (additive),bare,0.003,158,2765,1002,0.37798024974887373,-0.003592996301836626,0.013604499865323305
AZT,36.0,Decision tree,bare,0.003,158,2765,1002,0.5577320464901918,-1.185096416968126,0.0007042500656098127
AZT,36.0,LightGBM,bare,0.003,158,2765,1002,0.39136230972980185,-0.07591361564001464,0.068992167012766
AZT,36.0,Linear (+ pairwise),pw,0.003,158,2765,1002,1.8595314764020745,-23.289941830586496,0.001516041811555624
AZT,36.0,Lasso (+ pairwise),pw,0.003,158,2765,1002,0.37798024974887373,-0.003592996301836626,0.9109255829825997
AZT,36.0,Linear (additive),bare,0.003,158,2765,1003,0.37825405213374313,-0.005047493891000565,0.0003044579643756151
AZT,36.0,Lasso (additive),bare,0.003,158,2765,1003,0.37507614077167795,0.01176943006312825,0.012209624983370304
AZT,36.0,Decision tree,bare,0.003,158,2765,1003,0.553717500240024,-1.1537530515981391,0.0007474580779671669
AZT,36.0,LightGBM,bare,0.003,158,2765,1003,0.3887026987924181,-0.06133996635556138,0.07430724985897541
AZT,36.0,Linear (+ pairwise),pw,0.003,158,2765,1003,1.7279453459113352,-19.9739104905617,0.0016132500022649765
AZT,36.0,Lasso (+ pairwise),pw,0.003,158,2765,1003,0.3743135733580353,0.015783688948023733,0.5005605828482658
AZT,36.0,Linear (additive),bare,0.01,525,2765,1001,0.3651175964960481,0.0635492661612469,0.00036041694693267345
AZT,36.0,Lasso (additive),bare,0.01,525,2765,1001,0.3739793995521345,0.017540250927641776,0.012380999978631735
AZT,36.0,Decision tree,bare,0.01,525,2765,1001,0.502307674716973,-0.7723889514594249,0.0012676669284701347
AZT,36.0,LightGBM,bare,0.01,525,2765,1001,0.36433452580680303,0.06756178576444605,0.23581008310429752
AZT,36.0,Linear (+ pairwise),pw,0.01,525,2765,1001,0.3956961467500224,-0.09987428637518514,0.0024992090184241533
AZT,36.0,Lasso (+ pairwise),pw,0.01,525,2765,1001,0.3746752459733603,0.013880813476669585,0.051271459087729454
AZT,36.0,Linear (additive),bare,0.01,525,2765,1002,0.37322628507980576,0.021493194066116494,0.00033258390612900257
AZT,36.0,Lasso (additive),bare,0.01,525,2765,1002,0.37308622732239277,0.022227449717206915,0.012594375060871243
AZT,36.0,Decision tree,bare,0.01,525,2765,1002,0.5565720642385223,-1.176016654576956,0.0012337500229477882
AZT,36.0,LightGBM,bare,0.01,525,2765,1002,0.3696552671491606,0.04012826332625208,0.24130154098384082
AZT,36.0,Linear (+ pairwise),pw,0.01,525,2765,1002,0.41996839810475617,-0.23894671933244127,0.0025615831837058067
AZT,36.0,Lasso (+ pairwise),pw,0.01,525,2765,1002,0.3636654554677674,0.07098333309545057,0.06633770908229053
AZT,36.0,Linear (additive),bare,0.01,525,2765,1003,0.3610051845890051,0.08452543050056793,0.0003499998711049557
AZT,36.0,Lasso (additive),bare,0.01,525,2765,1003,0.3614554403723048,0.08224039533064831,0.014662541914731264
AZT,36.0,Decision tree,bare,0.01,525,2765,1003,0.5291377175474561,-0.9667848119168969,0.0011882500257343054
AZT,36.0,LightGBM,bare,0.01,525,2765,1003,0.3662871345501776,0.05754041385942277,0.21339116687886417
AZT,36.0,Linear (+ pairwise),pw,0.01,525,2765,1003,0.3895631688755694,-0.06604413806757359,0.002579374937340617
AZT,36.0,Lasso (+ pairwise),pw,0.01,525,2765,1003,0.3595723590479722,0.09177802580645489,0.05177508294582367
AZT,36.0,Linear (additive),bare,0.03,1576,2765,1001,0.36030557880405145,0.08807025885854525,0.00045254197902977467
AZT,36.0,Lasso (additive),bare,0.03,1576,2765,1001,0.3601146825088401,0.08903631602177109,0.014770000008866191
AZT,36.0,Decision tree,bare,0.03,1576,2765,1001,0.4515273368016979,-0.4321466927815707,0.0025829998776316643
AZT,36.0,LightGBM,bare,0.03,1576,2765,1001,0.3332310172226342,0.2199719069279854,0.3767191250808537
AZT,36.0,Linear (+ pairwise),pw,0.03,1576,2765,1001,0.3525265506173451,0.12702246125080863,0.004345250083133578
AZT,36.0,Lasso (+ pairwise),pw,0.03,1576,2765,1001,0.34691134981583605,0.1546113278795459,0.04342125006951392
AZT,36.0,Linear (additive),bare,0.03,1576,2765,1002,0.3597953197252232,0.09065135094980314,0.0005002499092370272
AZT,36.0,Lasso (additive),bare,0.03,1576,2765,1002,0.3596457036014007,0.09140747491613022,0.01485308283008635
AZT,36.0,Decision tree,bare,0.03,1576,2765,1002,0.4934724823193545,-0.7105874700187138,0.0027409589383751154
AZT,36.0,LightGBM,bare,0.03,1576,2765,1002,0.3364952321527972,0.204615292699741,0.3811150840483606
AZT,36.0,Linear (+ pairwise),pw,0.03,1576,2765,1002,0.3526007733380913,0.1266548203507306,0.00438466714695096
AZT,36.0,Lasso (+ pairwise),pw,0.03,1576,2765,1002,0.34642000620750085,0.1570043436414309,0.04632608382962644
AZT,36.0,Linear (additive),bare,0.03,1576,2765,1003,0.362690112147148,0.07595985810040984,0.0005429999437183142
AZT,36.0,Lasso (additive),bare,0.03,1576,2765,1003,0.3626548264747913,0.07613964679897711,0.012722667073830962
AZT,36.0,Decision tree,bare,0.03,1576,2765,1003,0.5004360018399413,-0.7592051915505487,0.002771875122562051
AZT,36.0,LightGBM,bare,0.03,1576,2765,1003,0.33662445890197296,0.20400426046580233,0.36225550016388297
AZT,36.0,Linear (+ pairwise),pw,0.03,1576,2765,1003,0.35837813812848457,0.09780082774812549,0.0043650001753121614
AZT,36.0,Lasso (+ pairwise),pw,0.03,1576,2765,1003,0.35353163350566397,0.12203750011086789,0.04370362521149218
AZT,36.0,Linear (additive),bare,0.1,5253,2765,1001,0.3595128913619567,0.09207841259447502,0.0009478330612182617
AZT,36.0,Lasso (additive),bare,0.1,5253,2765,1001,0.3594658996873561,0.09231574465395487,0.013503167079761624
AZT,36.0,Decision tree,bare,0.1,5253,2765,1001,0.44905796500512174,-0.41652490459743974,0.008052125107496977
AZT,36.0,LightGBM,bare,0.1,5253,2765,1001,0.31480556390532216,0.3038477908951627,0.4000859160441905
AZT,36.0,Linear (+ pairwise),pw,0.1,5253,2765,1001,0.33899642061966645,0.19274706661795737,0.012177750002592802
AZT,36.0,Lasso (+ pairwise),pw,0.1,5253,2765,1001,0.3375544780905203,0.1995998630844914,0.13796904194168746
AZT,36.0,Linear (additive),bare,0.1,5253,2765,1002,0.36031437001275646,0.08802575739670548,0.0009128749370574951
AZT,36.0,Lasso (additive),bare,0.1,5253,2765,1002,0.3602466873602726,0.08836834178175068,0.013851790921762586
AZT,36.0,Decision tree,bare,0.1,5253,2765,1002,0.4765688972306637,-0.5954044420392299,0.007500208914279938
AZT,36.0,LightGBM,bare,0.1,5253,2765,1002,0.3147102686997632,0.30426919340225134,0.3816295829601586
AZT,36.0,Linear (+ pairwise),pw,0.1,5253,2765,1002,0.3425419757344884,0.17577268446675764,0.011963624972850084
AZT,36.0,Lasso (+ pairwise),pw,0.1,5253,2765,1002,0.34143467921701626,0.18109284355958577,0.10452633281238377
AZT,36.0,Linear (additive),bare,0.1,5253,2765,1003,0.36006093196165306,0.08930823574417224,0.0009306250140070915
AZT,36.0,Lasso (additive),bare,0.1,5253,2765,1003,0.36003750576326926,0.0894267343094256,0.02610962511971593
AZT,36.0,Decision tree,bare,0.1,5253,2765,1003,0.49814308134010377,-0.7431213099090346,0.007787750102579594
AZT,36.0,LightGBM,bare,0.1,5253,2765,1003,0.31590760764095943,0.2989652022417517,0.4046926670707762
AZT,36.0,Linear (+ pairwise),pw,0.1,5253,2765,1003,0.33882071760355925,0.19358365372794573,0.012263459153473377
AZT,36.0,Lasso (+ pairwise),pw,0.1,5253,2765,1003,0.33831951387870063,0.1959676870107847,0.11789791705086827
AZT,36.0,Linear (additive),bare,0.3,15759,2765,1001,0.3588855868821523,0.09524406479947367,0.002017499879002571
AZT,36.0,Lasso (additive),bare,0.3,15759,2765,1001,0.35887983026605436,0.09527308959734881,0.016503249993547797
AZT,36.0,Decision tree,bare,0.3,15759,2765,1001,0.41986949899193365,-0.23836326446089307,0.022364999866113067
AZT,36.0,LightGBM,bare,0.3,15759,2765,1001,0.2982822324138792,0.37500840606561625,0.4147126250900328
AZT,36.0,Linear (+ pairwise),pw,0.3,15759,2765,1001,0.33597224302819356,0.20708578411139889,0.03176954202353954
AZT,36.0,Lasso (+ pairwise),pw,0.3,15759,2765,1001,0.33565671268050734,0.2085744250357573,0.26890679192729294
AZT,36.0,Linear (additive),bare,0.3,15759,2765,1002,0.35910755735305216,0.09412453693513878,0.0019986252300441265
AZT,36.0,Lasso (additive),bare,0.3,15759,2765,1002,0.3591020411501966,0.09415236678352124,0.01716470904648304
AZT,36.0,Decision tree,bare,0.3,15759,2765,1002,0.4513600960910884,-0.4310859867974153,0.02261199988424778
AZT,36.0,LightGBM,bare,0.3,15759,2765,1002,0.30110822479293786,0.36310968682148637,0.4717154169920832
AZT,36.0,Linear (+ pairwise),pw,0.3,15759,2765,1002,0.3369960757686175,0.2022458099902047,0.031346374889835715
AZT,36.0,Lasso (+ pairwise),pw,0.3,15759,2765,1002,0.3367873893236945,0.20323353032809965,0.3224352498073131
AZT,36.0,Linear (additive),bare,0.3,15759,2765,1003,0.35969095467028284,0.09117882005339661,0.002167333150282502
AZT,36.0,Lasso (additive),bare,0.3,15759,2765,1003,0.35968115810106766,0.09122832481981935,0.02779558300971985
AZT,36.0,Decision tree,bare,0.3,15759,2765,1003,0.4367529063510751,-0.3399574692057443,0.022140041925013065
AZT,36.0,LightGBM,bare,0.3,15759,2765,1003,0.3002607853315688,0.36668957230281307,0.4202251669485122
AZT,36.0,Linear (+ pairwise),pw,0.3,15759,2765,1003,0.3370636612367647,0.20192579441237501,0.030844583874568343
AZT,36.0,Lasso (+ pairwise),pw,0.3,15759,2765,1003,0.3367878399688813,0.2032313980676521,0.29901208402588964
AZT,36.0,Linear (additive),bare,0.5,26266,2765,1001,0.35901397068534124,0.09459663403961627,0.003361582988873124
AZT,36.0,Lasso (additive),bare,0.5,26266,2765,1001,0.3590100727624393,0.09461629440742969,0.03057454200461507
AZT,36.0,Decision tree,bare,0.5,26266,2765,1001,0.4282462822768206,-0.2882691574439371,0.03651270782575011
AZT,36.0,LightGBM,bare,0.5,26266,2765,1001,0.2947115557257196,0.38988214240770214,0.5023245420306921
AZT,36.0,Linear (+ pairwise),pw,0.5,26266,2765,1001,0.3353276314005461,0.21012550779804984,0.04699208401143551
AZT,36.0,Lasso (+ pairwise),pw,0.5,26266,2765,1001,0.33516965965025375,0.21086954707869898,0.4225175001192838
AZT,36.0,Linear (additive),bare,0.5,26266,2765,1002,0.3590694987814773,0.09431653790267969,0.0034410839434713125
AZT,36.0,Lasso (additive),bare,0.5,26266,2765,1002,0.3590655019881507,0.09433670006896511,0.03148312494158745
AZT,36.0,Decision tree,bare,0.5,26266,2765,1002,0.4280368195782319,-0.28700923597997985,0.036468083038926125
AZT,36.0,LightGBM,bare,0.5,26266,2765,1002,0.2946335115914877,0.3902052367303458,0.49481541593559086
AZT,36.0,Linear (+ pairwise),pw,0.5,26266,2765,1002,0.3358065061053263,0.2078678888897585,0.04207658302038908
AZT,36.0,Lasso (+ pairwise),pw,0.5,26266,2765,1002,0.335698073722081,0.20837936739684015,0.496362583944574
AZT,36.0,Linear (additive),bare,0.5,26266,2765,1003,0.3594019869666459,0.09263848688382137,0.003412083024159074
AZT,36.0,Lasso (additive),bare,0.5,26266,2765,1003,0.3593968679458996,0.09266433409390984,0.02928712498396635
AZT,36.0,Decision tree,bare,0.5,26266,2765,1003,0.42187600847905293,-0.2502275456533034,0.03720137500204146
AZT,36.0,LightGBM,bare,0.5,26266,2765,1003,0.2948198295857395,0.389433758562154,0.4826497088652104
AZT,36.0,Linear (+ pairwise),pw,0.5,26266,2765,1003,0.33603800015238616,0.2067753723908088,0.04620991600677371
AZT,36.0,Lasso (+ pairwise),pw,0.5,26266,2765,1003,0.3359102940902802,0.20737816341347248,0.4845275410916656
AZT,36.0,Linear (additive),bare,0.7,36772,2765,1001,0.35920336313938006,0.09364111804676334,0.004260499961674213
AZT,36.0,Lasso (additive),bare,0.7,36772,2765,1001,0.359198215027398,0.09366709777892712,0.029742666985839605
AZT,36.0,Decision tree,bare,0.7,36772,2765,1001,0.4284517292902765,-0.28950552328559964,0.049717457965016365
AZT,36.0,LightGBM,bare,0.7,36772,2765,1001,0.29399424201866325,0.39284852285104455,0.5072765408549458
AZT,36.0,Linear (+ pairwise),pw,0.7,36772,2765,1001,0.33539642215535304,0.20980139710262347,0.05467504193075001
AZT,36.0,Lasso (+ pairwise),pw,0.7,36772,2765,1001,0.3352306303622163,0.21058241952788836,0.5383043331094086
AZT,36.0,Linear (additive),bare,0.7,36772,2765,1002,0.3591025561239037,0.09414976870278258,0.0042715000454336405
AZT,36.0,Lasso (additive),bare,0.7,36772,2765,1002,0.35909896529393515,0.09416788463005266,0.03080412489362061
AZT,36.0,Decision tree,bare,0.7,36772,2765,1002,0.4332253723120494,-0.3183999377140674,0.04953991691581905
AZT,36.0,LightGBM,bare,0.7,36772,2765,1002,0.2938818260289811,0.39331275292920076,0.5062740419525653
AZT,36.0,Linear (+ pairwise),pw,0.7,36772,2765,1002,0.33579266159617377,0.20793320301558826,0.06197554199025035
AZT,36.0,Lasso (+ pairwise),pw,0.7,36772,2765,1002,0.33570930659435644,0.20832638930179415,0.5937126248609275
AZT,36.0,Linear (additive),bare,0.7,36772,2765,1003,0.35928410789820076,0.09323359427462297,0.0042708751279860735
AZT,36.0,Lasso (additive),bare,0.7,36772,2765,1003,0.35927964696799364,0.09325611125463618,0.03200158290565014
AZT,36.0,Decision tree,bare,0.7,36772,2765,1003,0.429933296285671,-0.29843904781344266,0.051419083029031754
AZT,36.0,LightGBM,bare,0.7,36772,2765,1003,0.29331513499342854,0.3956502417821297,0.5257804170250893
AZT,36.0,Linear (+ pairwise),pw,0.7,36772,2765,1003,0.3356201273890634,0.20874694032447894,0.057917875004932284
AZT,36.0,Lasso (+ pairwise),pw,0.7,36772,2765,1003,0.3355147991781673,0.2092435028651516,0.5742701250128448
AZT,36.0,Linear (additive),bare,0.9,47278,2765,1001,0.3590779812406867,0.09427374666704103,0.005462167086079717
AZT,36.0,Lasso (additive),bare,0.9,47278,2765,1001,0.35907529812658745,0.09428728221044913,0.03328433306887746
AZT,36.0,Decision tree,bare,0.9,47278,2765,1001,0.42405442153659273,-0.26317231408900055,0.0655175419524312
AZT,36.0,LightGBM,bare,0.9,47278,2765,1001,0.2920303150029312,0.4009331606198385,0.5251720841042697
AZT,36.0,Linear (+ pairwise),pw,0.9,47278,2765,1001,0.3350331890038152,0.21151203493693793,0.07771254214458168
AZT,36.0,Lasso (+ pairwise),pw,0.9,47278,2765,1001,0.33495238296035873,0.21189233701600085,0.8975477500353009
AZT,36.0,Linear (additive),bare,0.9,47278,2765,1002,0.3590292526855225,0.0945195525329553,0.0055574579164385796
AZT,36.0,Lasso (additive),bare,0.9,47278,2765,1002,0.35902648468544274,0.09453351440525648,0.03228445793502033
AZT,36.0,Decision tree,bare,0.9,47278,2765,1002,0.4247980968759783,-0.26760671575131245,0.06232216698117554
AZT,36.0,LightGBM,bare,0.9,47278,2765,1002,0.2916123967046559,0.4026465570591735,0.5372723748441786
AZT,36.0,Linear (+ pairwise),pw,0.9,47278,2765,1002,0.3352751657044647,0.2103726575655921,0.0820082079153508
AZT,36.0,Lasso (+ pairwise),pw,0.9,47278,2765,1002,0.33519272168327624,0.21076094787737887,0.8829844160936773
AZT,36.0,Linear (additive),bare,0.9,47278,2765,1003,0.35916400850077285,0.09383971013091874,0.005253457929939032
AZT,36.0,Lasso (additive),bare,0.9,47278,2765,1003,0.35916081780323317,0.09385581013256894,0.02916408283635974
AZT,36.0,Decision tree,bare,0.9,47278,2765,1003,0.429749272022475,-0.297327744485673,0.06608870788477361
AZT,36.0,LightGBM,bare,0.9,47278,2765,1003,0.2908665278793999,0.40569839928937956,0.5247457919176668
AZT,36.0,Linear (+ pairwise),pw,0.9,47278,2765,1003,0.33520941115130115,0.2106823524485817,0.07928004185669124
AZT,36.0,Lasso (+ pairwise),pw,0.9,47278,2765,1003,0.335122475899371,0.21109171225864043,0.8746597501449287
AZT,36.0,Linear (additive),bare,0.99,52006,2765,1001,0.3591038798194528,0.09414309054297088,0.005682291928678751
AZT,36.0,Lasso (additive),bare,0.99,52006,2765,1001,0.35910084886975024,0.09415838191294856,0.035227208863943815
AZT,36.0,Decision tree,bare,0.99,52006,2765,1001,0.42528879871885195,-0.2705369370248192,0.07114433287642896
AZT,36.0,LightGBM,bare,0.99,52006,2765,1001,0.29060219033790624,0.40677810303657425,0.5224162091035396
AZT,36.0,Linear (+ pairwise),pw,0.99,52006,2765,1001,0.3350623784330489,0.2113746365118564,0.08469008305110037
AZT,36.0,Lasso (+ pairwise),pw,0.99,52006,2765,1001,0.3349928205402439,0.21170203480036953,0.963360041147098
AZT,36.0,Linear (additive),bare,0.99,52006,2765,1002,0.3591275512625146,0.09402366188625977,0.0055162080097943544
AZT,36.0,Lasso (additive),bare,0.99,52006,2765,1002,0.3591245380198203,0.09403886492551317,0.03244658303447068
AZT,36.0,Decision tree,bare,0.99,52006,2765,1002,0.43278800323727734,-0.31573926118662254,0.06854733312502503
AZT,36.0,LightGBM,bare,0.99,52006,2765,1002,0.29045039845125276,0.4073976630863484,0.5193779170513153
AZT,36.0,Linear (+ pairwise),pw,0.99,52006,2765,1002,0.3351962419134771,0.21074437044263006,0.08864020789042115
AZT,36.0,Lasso (+ pairwise),pw,0.99,52006,2765,1002,0.3351198666314204,0.21110399711116756,0.9537896658293903
AZT,36.0,Linear (additive),bare,0.99,52006,2765,1003,0.3591214448533467,0.09405447108017329,0.005627790931612253
AZT,36.0,Lasso (additive),bare,0.99,52006,2765,1003,0.35911821034240626,0.09407079022552367,0.032184582902118564
AZT,36.0,Decision tree,bare,0.99,52006,2765,1003,0.4287879224620765,-0.2915299895602448,0.06994308298453689
AZT,36.0,LightGBM,bare,0.99,52006,2765,1003,0.2908121518748815,0.40592058178751456,0.5202086670324206
AZT,36.0,Linear (+ pairwise),pw,0.99,52006,2765,1003,0.33518301025371605,0.21080667994691682,0.08969020820222795
AZT,36.0,Lasso (+ pairwise),pw,0.99,52006,2765,1003,0.3350982766912903,0.21120564234632588,0.9412839158903807
